Name,Total-Rate,Worth-Ratio,Phone,City,Region,Street,Quality-Rate,Service-Rate,Decoration-Rate,free internet,hookah,cigarettes,parking-lot,Pose,Free-Delivery,View,BreakFast,Outdoor,Live-Music,Sum-Of-Featurs,Time-Open,Time-Close
مهربان,6.6,4,2177639766,تهران,خیابان انقلاب," نبش خیابان نامجو (گرگان)، مجتمع فرهنگی امام رضا(ع)، پلکان جنوبی",4,4,4,1,0,0,0,1,0,0,1,0,1,4,10:00,22:30
کلانا,7.6,4,2188971268,تهران,خیابان کارگر شمالی," نبش نصرت، پلاک ۱۵۲۵",4,4,4,1,0,0,0,1,1,0,0,0,0,3,7:00,22:30
رویال لانژ,5.3,4,9121693209,تهران,ﺑﺰرﮔﺮاه ﺷﻬﯿﺪ ﻫﻤﺖ," ﺧﺮوﺟﯽ ﺑﻠﻮار ﮐﺎﺷﺎن، میدان موج، خیابان موج بلوار صدف، مرکز تجاری تفریحی بام لند",2,2,2,1,1,1,1,1,0,0,1,0,1,7,13:00,15:00
دانتیسم,7,4,9109432487,تهران,میدان المپیک,"انتهای خیابان هوانیرو،میدان صدف،انتهای خیابان صدف،پلاک3",4,4,4,1,0,0,0,1,0,0,1,0,1,4,9:00,21:00
خانه نان,7.4,4,2122667752,تهران,پل پارک وی,ابتدای کوچه نوری,3,3,4,1,0,0,0,1,0,0,1,0,1,4,6:30,22:30
لبینا,8.8,4,2122231285,تهران,بلوار اندرزگو,"روبروی سه راه قیطریه، نبش شریفی‌منش",4,4,3,1,0,0,0,1,0,0,0,0,0,2,10:00,11:45
ویونا (هروی سنتر),7.7,4,2126758409,تهران,میدان هروی," خیابان موسوی ، نبش نازک ، مرکز خرید هروی سنتر ، طبقه یکم",4,4,4,1,0,0,0,1,0,1,1,0,0,4,8:00,22:30
روحی,8.9,5,2133900138,تهران,ميدان بهارستان," خيابان دانشسرا ،خيابان شريعتمدار رفيع ، باغ نگارستان",4,4,4,0,0,0,0,1,0,1,1,1,0,4,12:00,20:00
لول فور,8.2,4,2140221878,تهران,ميدان تجريش," مركز خريدارگ، طبقه ٤، کافه‌ رستوران Level4",4,3,3,1,1,1,1,1,0,1,1,1,0,8,8:30,12:00
رئیس (جم),8.7,4,2188314738,تهران,خیابان مطهری," خیابان فجر، شماره 44",4,5,4,1,0,0,0,1,0,0,1,0,0,3,8:30,23:45
لاون,8.5,4,2177746096,تهران,تهرانپارس," بین فلکه دوم و سوم، پلاک ۲۶۰",31,4,3,1,0,1,0,1,1,1,1,0,0,6,8:30,23:45
لینت,7.7,4,2188832727,تهران,خیابان قائم مقام," خیابان جم، پلاک ۴",3,3,5,0,0,1,0,1,0,0,1,0,0,3,9:00,20:00
کاویش,8,4,2144389320,تهران,بلوار مرزداران," نرسیده به اشرفی اصفهانی ، نبش خیابان ابوالفضل، پلاک ۲۰۷",3,3,3,1,0,1,0,1,0,0,1,1,0,5,9:00,23:15
ستراس,8.1,4,2188716255,تهران,خیابان بهشتی," خیابان وزرا ، نبش یکم ، پاساژ ستاره ، طبقه اول ، واحد 26",4,4,4,0,0,1,0,1,0,0,0,0,0,2,7:30,22:30
قهوه خانه گلها,7,4,2166745626,تهران,خیابان  فردوسی خیابان سرهنگ سخایی پلاک3,,4,4,4,1,0,0,0,1,1,0,1,0,0,4,6:00,16:30
شید,7.2,5,2188766726,تهران,سهروردی شمالی," چهار راه هویزه، نبش کوچه نیکو قدم، پلاک 476، نبش رستوران البرز",4,4,4,0,0,1,0,1,0,0,0,0,0,2,9:00,11:00
آفریقا,7.6,4,2188552925,تهران,میدان آرژانتین, طبقه دوم مرکز خرید آفریقا,4,4,4,1,0,0,0,1,0,0,0,0,0,2,10:00,21:00
آگر,8.7,4,2166700414,تهران,خیابان انقلاب," بین خیابان نجات الهی(ویلا) و میدان فردوسی، نبش کوچه براتی، پلاک814",4,4,4,1,0,1,0,1,0,0,1,0,0,4,8:00,11:00
سینما (خانه موزه انتظامی),8.1,4,2126768513,تهران,قيطريه," روبروي تقاطع كاوه، خ احمدي، كافه سينما خانه موزه استاد عزت الله انتظامي",4,4,3,0,0,1,0,1,0,0,0,0,0,2,10:30,22:30
لبخند,6,5,2177166876,تهران,خیابان دماوند نرسیده به ترمینال شرق,"جنب ایستگاه داریوش،خیابان حیدری",1,1,2,1,0,0,0,1,0,0,0,0,1,3,14:00,22:30
باغ موزه مقدم,7.1,4,9120157347,تهران,خیابان امام خمینی," بعد از شیخ هادی ، موزه مقدم",3,3,3,0,0,1,0,1,0,0,1,1,0,5,9:00,17:00
میرا,8,4,2166575736,تهران,ضلع جنوب غربی میدان انقلاب," جنب بانک پارسیان، ساختمان اسفند، طبقه اول",4,4,4,0,0,1,0,1,0,0,1,0,0,3,8:00,22:30
رنگ,6.6,3,2177587806,تهران,خیابان شهید مدنی," جنب مترو شهید مدنی، مرکز خرید تیراژه ۲، طبقه چهارم، واحد ۴۲۸",3,3,3,0,0,1,0,1,0,0,0,0,0,2,11:00,22:30
کوکو,0,0,2188385277,تهران,شهرک غرب," بلوار فرحزادی، خیابان عباسی اناری (ارغوان)، پاساژ آریا",0,0,0,1,0,1,1,1,0,0,1,0,0,6,9:00,11:30
ویکافه (فلسطین),8.3,4,2166976041,تهران,خیابان فلسطین," بالاتر از خیابان انقلاب، نبش خیابان نایبی",4,4,4,1,0,1,0,1,0,0,1,0,0,4,8:00,22:30
سارا,8.9,4,0,تهران,خیابان ولیعصر," بین خیابان رشت و طالقانی، پلاک 1521",4,4,4,0,0,1,0,1,0,0,1,0,0,3,8:00,22:30
لمیز (میرداماد),8.6,4,2126401507,تهران,خیابان میرداماد," پاساژ رز، جنب مترو، طبقه همکف",4,4,4,0,0,0,0,1,0,0,1,0,0,2,8:00,11:00
صدف(میرداماد),8.5,5,2122915960,تهران,خیابان میرداماد,"نرسیده به میدان مادر،جنب بانک صادرات،پلاک 102،نیم طبقه اول",5,5,5,1,0,0,0,1,0,0,0,0,0,2,11:00,21:00
کافه نادری,7.8,3,2166720791,تهران,خیابان جمهوری," بین سی تیر و چهارراه استامبول ، پلاک 524 و 520",3,2,3,0,0,0,0,1,0,0,1,0,0,2,10:00,19:00
لیو وان,8,4,2188888651,تهران,میدان ونک," گاندی شمالی، کوچه برادران شریفی، پلاک 57",4,4,3,1,1,1,0,1,0,0,0,0,1,5,12:00,4:00
نزدیک کتاب,8.6,4,2188490726,تهران,خیابان کریم‌خان زند," بین ایرانشهر و ماهشهر، شماره‌ ۱۳۴، طبقه‌ اول",4,4,4,0,0,1,0,1,0,0,0,0,0,2,10:00,22:30
اوریانت,9.3,4,2188347810,تهران,خیابان مفتح,نرسیده به انقلاب,4,4,4,0,0,0,0,1,0,0,0,0,0,1,8:30,20:00
ویونا(دریای نور),8.2,4,2188171977,تهران,خیابان بهشتی," خیابان سرافراز، برج دریای نور",4,4,4,1,0,0,0,1,1,0,1,0,0,4,7:30,22:30
کیک استدیو ورتا,8.4,4,2166475300,تهران,خ انقلاب," بین چهارراه وصال و اسکو، پلاک 979 جنب سینما سپیده",4,3,4,0,0,1,0,1,0,0,0,0,0,3,8:00,22:30
پارادیزو (مطهری),8.8,4,2188848022,تهران,خیابان مطهری,"بعد از مفتح،خیابان مهرداد،پلاک 12",4,4,4,1,0,1,0,1,1,0,1,0,0,5,9:00,21:30
کافه لایم,5.4,4,2122009214,تهران,خیابان فرشته," نبش کوچه شبدیز، پاساژ فرشته",4,3,4,0,0,1,0,1,0,0,1,0,0,3,9:00,23:45
آلبالو سیاه,6.7,3,2188309474,تهران,هفت تیر, مفتح شمالی روبروی پمپ بنزین پلاک 306,2,3,3,1,0,1,0,1,0,0,0,0,0,4,9:30,9:00
سها,6.7,0,2122272205,تهران,میدان محسنی خیابان بهروز برج بیژن طبقه اول,,0,0,0,0,0,0,0,1,0,0,0,0,0,1,9:00,21:30
فنجان اول,5.3,3,2188791535,تهران,ميدان ونك," ابتداى خیابان ونك، پاساژ ونك ، شماره ١١",3,3,4,1,0,1,1,1,0,0,0,0,1,5,10:00,21:00
الماس (شیراز),8.1,0,9364045239,شیراز,معالی اباد," مجتمع اوتانا یک، باشگاه الماس",0,0,0,1,0,0,0,1,0,0,1,0,0,3,10:00,23:00
اسکوروچی,7.3,4,7132279809,شیراز,شیراز," خیابان جهادسازندگی، حدفاصل چهارراه چنچنه و فلکه گاز، نبش کوچه ۳",4,4,4,0,0,0,0,1,0,0,1,0,0,2,9:00,23:30
ژولپ,5.4,3,7132246980,شیراز,پشت ارگ کریمخان,,4,1,2,0,0,0,0,1,0,0,1,1,0,3,8:30,23:00
رویال,0,0,9011309503,شیراز,بازار وکیل,"  مجموعه زندیه ، بین حمام و مسجد وکیل",0,0,0,0,0,0,0,1,0,0,1,1,0,3,8:00,23:00
پانسیون کتاب,8.4,4,9172525096,شیراز,خيابان ٢٢ بهمن(شاهپور سابق),روبروي كوچه ٥,5,5,5,0,0,0,0,1,0,0,0,0,0,1,11:00,23:00
این,8.2,0,36384254,شیراز,معالی آباد," نبش خیابان بهاران  ، مجتمع آرین",0,0,0,1,0,1,0,1,0,0,1,0,0,4,8:30,12:00
استریت لانژ,7.5,5,9173047400,شیراز,معالی آباد," پزشکان، مجتمع الماس شهر",5,3,3,1,0,0,0,1,0,0,1,0,0,3,9:00,23:00
فردوسی,6.3,0,32316616,شیراز,خیابان فردوسی," روبروی هتل آرين ،  كاشی 194",0,0,0,1,0,0,0,1,0,0,1,0,0,3,9:00,23:00
شهر کاغذی,8.1,4,32361033,شیراز,قصرالدشت," حدفاصل سه راه برق و ملاصدرا، كوچه ٢٥ قصرالدشت",4,4,4,1,0,1,0,1,0,1,1,0,0,5,9:00,23:00
یوگا,0,0,36390258,شیراز,ميدان احسان," بولوار پرستار،  ساختمان هاي مسكوني دراك ، بلوك اركيد",0,0,0,1,0,1,0,1,0,0,0,0,0,3,9:00,23:00
کندو,8.1,0,36236373,شیراز,پل معالی آباد بطرف دینکان,"بلواربهشت،روبروی مجتمع ارکیده",0,0,0,1,0,0,0,1,0,0,0,0,0,2,17:30,11:30
خانه هنر,6.7,0,36290999,شیراز,خيابان دانشگاه, پلاک 62,0,0,0,0,0,1,0,1,0,0,1,0,0,3,9:00,23:00
بهمن 57,7.3,0,36262444,شیراز,عفیف آباد,مجتمع تجاری حافظ طبقه اول,0,0,0,1,0,1,0,1,0,0,0,0,0,3,10:00,22:00
نقاشی,8.1,5,32231644,شیراز,خيابان فردوسي,"نبش خيابان رودكي،كافه نقاشي",5,5,5,1,0,0,0,1,0,0,0,0,0,2,9:30,23:30
حیاط,0,0,9164067312,شیراز,قصردشت," کوچه 36 روبروی عفیف آباد نبش ۳۶/۳ ، پلاک ۱۹۳",0,0,0,1,0,1,0,1,0,1,0,0,1,5,9:00,23:00
پاتوق کتاب,0,0,32344614,شیراز,شهرک گلستان," غدیرشمالی ، نبش گل رز‏",0,0,0,1,0,0,0,1,1,0,0,0,0,3,16:00,23:00
لابی لانژ (شیراز),0,0,7136238890,شیراز,معالی اباد, پزشکان هتل الیزه,0,0,0,1,0,0,0,1,1,0,0,0,0,3,8:00,23:00
سعدآباد,0,0,3132213539,اصفهان,ميدان انقلاب,"ابتداي چهارباغ عباسي،كوچه طاووس خانه،جنب مادي نياصرم",0,0,0,1,0,0,0,1,1,0,0,0,0,3,9:00,23:00
نیکان (اصفهان),6.7,0,3136628414,اصفهان,میدان فیض," خیابان میر، روبرو سازمان هلال احمر",0,0,0,1,0,0,1,1,1,0,1,0,1,6,8:00,23:45
دستان (اصفهان),0,0,32221842,اصفهان,خیابان سپه, کوچه کازرونی,0,0,0,1,0,0,0,1,0,0,1,0,0,3,8:00,23:00
خانه تاریخی همدم السلطنه,5.2,4,3132224874,اصفهان,انتهای خیابان حافظ, کوچه شماره ۳,3,4,2,0,0,0,0,1,0,1,0,1,0,3,12:00,15:30
ترنج (اصفهان),7.9,5,0,اصفهان,خاقانی, کوچه هوانس شیراز,4,4,4,1,0,0,0,1,1,1,1,0,0,5,7:30,23:00
فرهنگ (اصفهان),7.4,4,9135131338,اصفهان,خیابان کمال اسماعیل, طبقه زیرین پل جوئی,4,4,4,0,0,0,0,1,0,0,1,0,0,2,7:30,23:30
شربت سرای روزگار نو,8.3,5,32219965,اصفهان,میدان نقش جهان, بازارچه چهار سوق مقصود,5,5,5,1,0,0,0,1,0,0,1,0,0,3,9:00,22:45
شربت سرای روزگار,8.2,4,32234357,اصفهان,میدان نقش جهان,"جنب مسجد شیخ لطف الله ، سرای اسپادانا پلاک 37",3,3,4,1,0,0,0,1,0,0,1,0,0,3,9:00,22:45
پلاک دو,8.3,0,32213000,اصفهان,چهار راه فلسطين,"ابتداى خيابان استاندارى،سمت چپ،نهر فرشادى غربى پلاک2",0,0,0,1,0,0,0,1,0,0,1,0,0,3,8:30,23:00
تئاتر,8.2,0,31319042,اصفهان,خیابان چهارباغ عباسی," رو به روی شیخ بهایی ، مجتمع هشت بهشت ، ورودی سرای هشت بهشت ، طبقه اول",0,0,0,1,0,0,0,1,0,0,1,0,0,3,8:00,22:00
پستو,6.6,5,32217957,اصفهان,میدان انقلاب," خیابان چهار باغ عباسی ، خیابان مادی نیاصرم (حدفاصل چهار باغ و خیابان پاسداران)",5,5,5,0,0,0,0,1,0,0,0,0,0,1,12:00,16:00
وان,8.1,0,36246250,اصفهان,خیابان نظر میانی," میدان جلفا ، پلاک هفت، کافه وان.",0,0,0,1,0,0,0,1,0,0,0,0,0,2,10:00,23:30
هرمس (مصلی),6.7,3,36611151,اصفهان,خيابان مير,ابتداي خيابان مصلي نبش بن بست آذر,4,4,3,1,0,0,0,1,0,0,1,0,0,3,8:00,23:30
نارون,8.5,0,32217175,اصفهان,میدان نقش جهان," بازار قیصریه ، پلاک 9",0,0,0,1,0,0,0,1,0,0,0,0,0,2,9:00,22:00
تراس(اصفهان),6.5,4,36550332,اصفهان,سیتی سنتر," طبقه اول ، ورودی 8",4,4,4,0,0,0,1,1,0,0,1,0,0,3,10:00,24:30:00
تراس (مشهد),8.2,5,5131660,مشهد,مشهد," بلوار وکیل آباد، بین امامت 6 و 8",5,4,4,1,0,0,1,1,0,1,0,0,0,4,8:00,23:00
بوکافه (مشهد),8.1,0,5137605364,مشهد,سه راه فلسطین,دستغیب 10,0,0,0,0,0,0,0,1,0,0,1,0,0,2,9:00,23:00
لئون,7.5,0,9123848002,مشهد,بزرگراه کلانتری," مجموعه توریستی آبادگران ، ایران برج 1 ، B1",0,0,0,1,0,0,0,1,0,0,0,0,0,2,10:00,23:45
1860,8.6,5,38814117,مشهد,هاشمیه 91/5," خیابان سوم سمت چپ ، قطعه آخر",4,4,4,1,0,1,0,1,0,0,0,0,0,3,17:00,23:30
رولی (تبریز),0,0,4135243397,تبریز,اول عباسی, به طرف منصور,0,0,0,0,0,0,0,1,0,0,0,0,0,1,11:00,23:00
لاله زار (تبریز),0,0,4132820831,تبریز,چایکنار," بعد از کارواش شهرداری، نرسیده به بلوار آذربایجان",0,0,0,0,0,0,0,1,0,0,0,0,0,1,11:00,23:00
سانیز,0,0,4133346101,تبریز,پل سنگی, چایکنار,0,0,0,0,0,0,0,1,0,0,0,0,0,1,11:00,23:00
آسا,0,0,4133314649,تبریز,ولیعصر," خیابان شریعتی، نرسیده به میدان بهارستان، طبقه فوقانى قنادى کریمی",0,0,0,0,0,0,0,1,0,0,1,0,0,2,8:30,23:30
کلبه (تبریز),0,0,4133249214,تبریز,ولیعصر, نگین پارک,0,0,0,1,0,0,0,1,0,0,0,0,0,2,10:00,23:30
سن سون (تبریز),0,0,9356163131,تبریز,بلوار 29 بهمن," اول جاده شاهگلی، روبه‌روی راهنمایی",0,0,0,0,0,0,0,1,0,0,0,0,0,1,12:00,23:00
باداس (تبریز),0,0,4136660742,تبریز,رشدیه, ابتدای جاده سلامت,0,0,0,1,0,0,0,1,0,1,1,0,0,4,8:00,23:00
اوربان,8.1,0,4135567707,تبریز,خيابان شريعتي(شهناز), خيابان والمان,0,0,0,1,0,0,0,1,0,0,1,0,0,3,9:00,11:00
قهوه پدر,0,0,4135568285,تبریز,شریعتی جنوبی, کوچه‌های سنگی,0,0,0,0,0,0,0,1,0,0,0,0,0,1,12:00,23:00
کافه پیتزا8,0,0,36697408,تبریز,اتوبان پاسداران,50متر بالاتر از لاله پارک,0,0,0,1,0,1,0,1,1,0,1,0,1,6,11:00,23:00
پاییز 81,8.1,0,33260257,تبریز,خیابان ولیعصر," فلکه بزرگ ، مرکز خرید میلاد نور",0,0,0,1,0,1,1,1,0,0,0,0,0,4,10:00,23:00
رکس,8.3,0,36600670,تبریز,ميدان فهميده," مجتمع لاله پارك، طبقه1",0,0,0,0,0,0,0,1,1,0,0,0,0,2,10:30,23:30
آناناس,8.1,4,9019003033,کیش,میدان هور,,5,4,4,0,0,0,0,1,0,0,1,0,0,2,8:30,12:00
پدیده شاندیز,4.1,3,44471111,کیش,جاده جهان, نرسیده به میدان غروب,2,2,2,0,1,1,1,1,0,0,0,0,1,6,12:00,16:00
میرمهنا,6.7,3,9347698820,کیش,خیابان فردوسی," خیابان اعتصامی ، روبروی هتل آبادگران",3,3,3,1,0,0,0,1,0,1,0,1,1,6,12:00,16:00
بهمن,8.1,0,32910897,قم,45 متری صدوق," ابتدای خیابان حافظ، میدان میرقیصری",0,0,0,1,0,0,0,1,0,0,0,0,0,2,9:30,23:45
سینما عصر جدید,5.2,4,32247444,اراک,ابتداي خيابان ملک, سينما عصر جديد,3,2,2,1,0,1,0,1,0,0,0,0,0,3,11:00,23:30
پاییز,7.3,4,32228975,اراک,خیابان عباس آباد, خیابان میثم (هلال احمر) ساختمان ۹۶,2,2,2,1,0,0,0,1,0,0,1,0,0,3,10:30,22:30
فمیلی (اهواز),3.8,3,613390545,اهواز,كيان اباد, بين ٦ و ٧ شرقي,2,3,4,1,0,0,0,1,0,0,1,0,0,3,8:00,23:00
رویال پارک,6,3,9163110000,اهواز,ساحلى شرقى عامرى,روبروى خرم كوشك,3,3,3,1,0,0,0,1,1,0,0,0,0,3,12:00,15:00
برج,0,0,3330047,اهواز,خیابان کیانپارس," خیابان موحدین شرقی، برج کوثر",0,0,0,0,0,1,0,1,0,0,0,0,0,2,8:30,13:30
کُ کُ (ارومیه),8.1,0,4433478632,ارومیه,خیابان دانشکده," مرکز خرید دانشکده، طبقه دوم",0,0,0,1,0,0,0,1,0,0,0,0,0,2,10:00,22:00
آبشار (ارومیه),0,0,9143496710,ارومیه,خیابان شیخ شلتوت," نرسیده به میدان تره بار، روبروی بانک سپه",0,0,0,1,1,0,0,1,0,0,0,0,0,3,10:00,23:00
مس کافه (زنجان),0,0,33469415,زنجان,انتهای کوی قائم, نرسیده به تقاطع پليس,0,0,0,1,0,0,0,1,1,0,0,0,0,3,9:00,23:00
ژی,8.2,5,2433442957,زنجان,زنجان خیابان سعدی شمالی ابتدای خیابان بهار روبروی سیماران پلاک ١٤١,,5,5,5,1,0,1,0,1,1,0,0,1,0,5,3:00,22:00
نوژا,8.1,4,33348874,قزوین,خیابان فردوسی," بالاتر از میدان عدل، جنب کوچه شهاب",4,4,4,0,0,0,0,1,0,0,0,0,0,1,10:00,23:00
عینک ارثیه,8.3,5,9365047376,قزوین,سعدالسلطنه," سراي قيصريه ، حجره ٤٦",5,5,4,0,0,0,0,1,0,0,1,0,0,2,9:30,22:00
کاروما,7.9,4,33368201,قزوین,فردوسی شمالی," مرکز خرید نارون ، واحد  44",5,4,5,0,0,0,0,1,0,0,1,0,0,2,9:00,23:30
نگار السلطنه,9.6,5,33247634,قزوین,خیابان امام," کاروانسرای سعدالسلطنه ، بازار وزیر ، حجره ی سی و چهار",4,4,4,0,0,0,0,1,0,0,1,0,0,2,9:00,23:00
ژاو,6.7,0,8138256201,همدان,خیابانِ‌فرهنگ, روبروی‌ادارهٔ‌آموزش‌وپرورش,0,0,0,0,0,0,0,1,0,0,1,0,0,2,8:00,23:00
شاد (کرج),0,0,2634437777,کرج,گوهر دشت," بلوار رستاخیز، نبش خیابان 12",0,0,0,0,0,0,0,1,0,0,0,0,0,1,11:00,23:00
عمو قباد (کرج),0,0,0,کرج,گوهردشت,"خیابان سیزدهم غربي(فاز٢)، نرسیده به رستاخیز",0,0,0,0,0,0,0,1,0,0,1,0,0,2,9:00,23:00
آنان (گوهردشت),0,0,2634409701,کرج,خیابان گوهردشت," بلوار رستاخیز، نبش خیابان دهم شرقی",0,0,0,0,0,0,0,1,0,0,0,0,0,1,8:00,23:45
قلب خورشید (کرج),0,0,9190227841,کرج,عظیمیه," بلوار شریعتی ،خیابان نیک نژاد شمالی",0,0,0,0,0,0,0,1,0,0,0,0,0,1,12:00,23:00
رست (کرج),4.8,4,2632532193,کرج,عظیمیه, بالاتر از میدان استقلال( میدان اسبی),4,4,4,1,0,0,0,1,0,0,0,0,0,2,11:00,23:00
دارچین,7.3,4,2634409628,کرج,جهانشهر,"میدان هلال احمر،خیابان هلال احمر،نبش کوچه سنبل",4,4,4,1,0,1,0,1,0,0,0,1,0,4,8:30,23:00
بخارا (کرج),6.2,5,2634473334,کرج,خیابان هلال احمر, نبش فتوح,4,2,2,1,0,0,0,1,0,0,1,0,0,3,9:00,23:00
بلانچ (میدان عطار),6.5,4,2633554697,کرج,کرج," خیابان درختی ، میدان عطار",4,4,4,0,0,0,0,1,0,0,1,0,0,2,8:00,23:30
شمس العماره (گوهردشت),8.2,0,2634440452,کرج,گوهردشت," خيابان هشتم غربي (فاز دوم )، كاشي 18",0,0,0,1,0,0,0,1,0,1,1,0,0,4,9:00,22:00
کاردو (گلشهر),8.1,0,2633537360,کرج,۴۵متری گلشهر,نبش کوکب غربی,0,0,0,1,0,0,0,1,1,0,0,0,0,3,11:30,23:30
بوفالو (مهرشهر),5.2,3,33408952026,کرج,كرج_مهرشهر بلوار ‎شهرداري(چهارباندي) بين خيابان 213,215,3,3,3,1,1,0,0,1,0,0,0,0,0,3,10:30,23:30
ظفر,6.8,5,2634212369,کرج,فلکه اول گوهردشت,"خیابان آرش،بعد از درب ورودی پارکینگ نیکامال",5,5,5,1,1,1,0,1,1,0,0,0,0,5,10:00,23:00
آن لو (جهانشهر),0,0,2634212397,کرج,جهانشهر," میدان مدنی، ابتدای خیابان هلال احمر",0,0,0,0,0,0,0,1,0,0,0,0,0,1,11:00,23:00
کارزین (کرج),7.5,4,42268,کرج,ابتدای جاده مشکین دشت," رزکان نو، مجتمع اکومال",4,4,4,0,0,0,0,1,0,0,1,0,0,2,8:30,21:30
نی وی,0,0,2634641762,کرج,۴۵ متری گلشهر,ابتدای بلوار محمدی,0,0,0,0,0,0,0,1,1,0,0,0,0,2,11:00,23:00
وافل,7.5,5,9016211245,کرج,کرج," جهانشهر،بلوار مولانا",5,5,5,0,0,0,0,1,0,0,0,0,0,1,12:00,23:00
امیر شکلات پلاس (کرج),9.2,5,34497653,کرج,جهانشهر بلوار مولانا بعد از کسری شمالی,,5,5,5,1,0,0,0,1,1,0,1,0,0,4,8:30,23:00
ریبون,8.9,5,2632742069,کرج,میدان والفجر,ابتدای بلوار سرداران,5,5,5,0,0,0,0,1,0,0,0,0,0,1,10:00,23:30
چنین,8.5,4,34217217,کرج,جهــانشهــر," خيابان استاندارى، روبروي كوچه زُهـــــره",4,4,3,1,0,0,0,1,0,0,0,0,1,3,11:30,16:00
هاوانا,8.2,4,34420566,کرج,گوهر دشت,"خیابان 13غربی ،فاز 2،پلاک 68",4,5,5,1,0,1,0,1,0,0,0,0,0,3,10:00,23:00
پلاس,8.2,5,32527730,کرج,عظیمیه, ضلع جنوب شرقی میدان گلستان,4,5,5,1,0,0,0,1,1,0,0,0,0,3,8:00,12:00
الف,5.3,2,34464570,کرج,گوهردشت, خیابان هشتم شرقیپلاک ٧٦,4,4,4,1,0,0,0,1,0,0,1,0,1,4,9:00,23:30
صدایت,8.2,0,34490849,کرج,گوهردشت,خیابان دوازدهم شرقی طبقه زیرین پاساژ سرخه,0,0,0,1,0,1,0,1,0,0,0,0,0,3,11:00,23:30
رویال,8.1,0,3432529021,کرمان,خیابان فیروزه ابتدای خیابان پروین اعتصامی غربی,,0,0,0,0,0,0,0,1,1,0,1,0,0,3,6:45,13:00
پیانو,7.5,0,9131437692,کرمان,بلوار جمهوری,"  خیابان والفجر جنوبی ، نرسیده به بلوار شهید صدوقی",0,0,0,1,0,0,0,1,0,0,0,0,0,2,9:30,14:00
شربت چیان,8.2,4,32472087,کرمان,بلوار شیراز,"خیابان شهیدان قطبی نژاد (کوچه درختی)،نبش 11",4,4,4,1,0,0,0,1,0,0,1,0,0,3,6:30,13:00
رز,8.1,4,32459736,کرمان,خیابان هزار و یک شب کوچه 5 ابتدای کوچه سمت راست,,4,4,4,1,0,0,0,1,0,0,0,0,0,2,8:30,13:30
کیخسرو,6.7,4,33127264,کرمان,خیابان زریسف,"خیابان برزو آمیغی ،درب سوم ،سمت راست",3,4,3,0,0,0,1,1,0,0,0,0,0,2,8:00,22:30
بی ان دی (هرمزگان),8.1,5,7644873350,بندرعباس,انتهای بلوار دانشگاه," خیابان پروفسور خشنودی، جنب زمین چمن",5,5,5,1,0,0,0,1,0,0,1,0,0,3,8:00,11:00
ناردین,0,0,7633669610,بندرعباس,داماهی, بین گوهران ۱۳ و ۱۵ بعد از قارچ کوچولو,0,0,0,0,0,0,0,1,0,0,1,0,0,2,8:30,13:00
سالمونت,8,2,7633335153,بندرعباس,بلوار ساحلی,"  نبش کوچه ساحل ۱۰، جنب مبل کوروش",2,2,3,0,0,1,0,1,0,1,1,0,0,4,8:00,12:00
هنر,0,0,0,بندرعباس,خیابان اتوبوسرانی, فروزان 27,0,0,0,1,0,0,0,1,0,0,0,0,0,2,8:00,14:00
راش,5.3,1,0,بندرعباس,خواجه عطا بلوار وحدت جنوبی به سمت دریا," بعد از بازار ماهی فروشی،  روبروی کارواش پویا",1,1,2,0,0,0,0,1,0,0,0,0,0,1,9:00,12:00
کوکو,0,0,0,بندرعباس,خيابان اتوبوسرانى جنوبى, انتهاى كوچه جنت,0,0,0,0,0,0,0,1,0,0,1,0,0,2,8:00,12:30
فین,7.4,0,7633334747,بندرعباس,سیم بالا, روبروی فرمانداری,0,0,0,0,0,0,0,1,1,0,1,0,0,3,7:30,16:00
هتل ساسان (شیراز),0,0,7132302028,شیراز,خیابان کریمخان زند,خیابان انوری,0,0,0,1,0,0,1,1,0,0,0,0,0,3,7:00,24:00:00
صوفی (شیراز),0,0,7136490000,شیراز,بلوار ستارخان, روبه رو خردمند,0,0,0,1,1,0,0,1,0,0,0,0,0,3,11:00,24:00:00
حاج عباسعلی و پسران (شیراز),5.3,3,32288771,شیراز,بلوار آزادی, چهارراه باغ تخت,1,1,1,1,0,0,0,1,1,0,1,0,0,4,10:00,24:00:00
شین,8.2,0,7136284553,شیراز,پل زرگری به سمت فلکه دانشجو," روبروی ابیوردی ۳،جنب اتوکوروش",0,0,0,1,0,1,0,1,0,0,1,1,0,5,9:00,24:00:00
ساوانا (شیراز),0,0,9120998125,شیراز,خیابان قصرالدشت," حدفاصل ولیعصر و عفیف آباد ، کوچه ۵۹ ، روبروی ۵۹/۴",0,0,0,1,0,0,0,1,0,0,1,0,0,3,8:00,24:00:00
بنان (شیراز),0,0,7132354005,شیراز,حدفاصل پارامونت و باسکول نادر," ذوالنوار شرقی، روبروی کوچه ۲، ورودی پارکینگ زیتون",0,0,0,1,0,0,0,1,0,0,1,0,0,3,9:00,24:00:00
بابا بستنى (نیایش),0,0,716541815,شیراز,بلوار چمران, بلوار نیایش,0,0,0,0,0,0,0,1,0,0,0,0,0,1,12:00,24:00:00
ویتال,0,0,736305030,شیراز,قدوسى غربى,"خيابان محلاتى،نبش كوچه ٤",0,0,0,1,0,0,0,1,1,0,0,0,0,3,17:00,24:00:00
