name,nameEN,city,rate,address,phone,time,quality_rate,service_rate,w_to_p_ratio,decor_rate,features
ویونا (موزه سینما),coffeeshops,tehran,8.8,خیابان ولیعصر ، بالاتر از زعفرانیه ، باغ فردوس، موزه سینمای ایران,02122742559,8:30-23,5, 5,5,5,"['صبحانه', 'موسیقی زنده', 'اینترنت رایگان', 'دستگاه کارت خوان']"
مارکوف,coffeeshops,tehran,7.8,خیابان انقلاب، بعد از 4 راه ولی عصر، خیابان خارک، کوچه شهرود، پلاک 9,9193972207,9-23,4, 3,4,3,"['صبحانه', 'سیگار', 'چشم انداز', 'دستگاه کارت خوان']"
سینما (موزه سینما),coffeeshops,tehran,8.1,خیابان ولیعصر – بالاتر از زعفرانیه – باغ فردوس – موزه سینمای ایران,02122756531,9-23:30,4, 4,4,4,"['صبحانه', 'سیگار', 'فضای باز', 'اینترنت رایگان', 'دستگاه کارت خوان']"
لبخند,coffeeshops,tehran,6,خیابان دماوند نرسیده به ترمینال شرق،جنب ایستگاه داریوش،خیابان حیدری,02177166876,14-22:30,1, 1,5,2,"['موسیقی زنده', 'اینترنت رایگان', 'دستگاه کارت خوان']"
آپ آرت مان,coffeeshops,tehran,8.6,خیابان ایرانشهر، خیابان کلانتری، پلاک 48,02188866722,8:30-23:30,4, 3,4,4,"['صبحانه', 'سیگار', 'دستگاه کارت خوان']"
باغ موزه مقدم,coffeeshops,tehran,7.1,خیابان امام خمینی ، بعد از شیخ هادی ، موزه مقدم,9120157347,9-17,3, 3,4,3,"['صبحانه', 'سیگار', 'فضای باز', 'دستگاه کارت خوان', 'محل بازی کودکان']"
عمارت روبرو,coffeeshops,tehran,5.7,چهارراه ولیعصر، ضلع شمال شرقی، نبش بانک شهر،بن بست کیانپور,02166404230,8-23,3, 2,3,3,"['صبحانه', 'سیگار', 'دستگاه کارت خوان']"
شاهنامه,coffeeshops,tehran,6.2,میدان نوبنیاد، ضلع جنوب غربی، نبش پاساژ غزال,02122829248,11-24,4, 4,3,3,"['موسیقی زنده', 'چشم انداز', 'دستگاه کارت خوان']"
خروج,coffeeshops,tehran,7.8,بلوار کشاورز، خیابان فلسطین، کوچه حجت‌دوست، پلاک ۳,02188972972,8-23:30,4, 4,4,4,"['صبحانه', 'سیگار', 'اینترنت رایگان', 'چشم انداز', 'دستگاه کارت خوان', 'محل بازی کودکان']"
لوشانه,coffeeshops,tehran,7.8,میدان تجریش ، بازار قائم، طبقه پنجم,02122710093,10-22,5, 4,4,4,"['صبحانه', 'موسیقی زنده', 'اینترنت رایگان', 'دستگاه کارت خوان']"
کافه چای بار,coffeeshops,tehran,8.7,خیابان دزاشیب٬ خیابان کریمی٬ خیابان سلیمی شمالی، پلاک ۱۴۵,02122210311,9-23,4, 4,4,3,"['صبحانه', 'سیگار', 'دستگاه کارت خوان']"
لمیز(میدان فاطمی),coffeeshops,tehran,8.8,میدان فاطمی (ضلع شمال غربی) ، جنب پاساژ لئون ،  پلاک 18,02188967443,7-24,4, 4,4,4,"['صبحانه', 'اینترنت رایگان', 'دستگاه کارت خوان']"
امیر,coffeeshops,tehran,8.8,خیابان ولیعصر ابتدای یوسف آباد بین چهارم وششم,02188974400,12-23,4, 4,4,3,"['سیگار', 'اینترنت رایگان', 'ارسال رایگان (Delivery)', 'دستگاه کارت خوان']"
آرمنیا,coffeeshops,tehran,8.5,خیابان مطهری، خیابان فجر، خیابان لطفی، پلاک 126,02188841634,10-22,4, 4,4,4,"['اینترنت رایگان', 'دستگاه کارت خوان']"
بستنی متینو,coffeeshops,tehran,8.1,تجریش - خیابان ولیعصر - روبروی باغ فردوس - جنب بانک سامان,02122709084,8-24,4, 3,3,3,['دستگاه کارت خوان']
هتل برج سفید,coffeeshops,tehran,5.3,پاسداران، روبروی بوستان ششم، هتل برج سفید,02122554000,11-23,1, 1,3,5,"['اینترنت رایگان', 'دستگاه کارت خوان']"
ریک,coffeeshops,tehran,7.3,سعادت آباد،ميدان بهرود،كوچه٣٣،روبروي هتل اسپيناس,02122118102,10-23:30,4, 4,4,4,"['سیگار', 'اینترنت رایگان', 'دستگاه کارت خوان']"
عود,coffeeshops,tehran,5.3,بلوارکشاورز، خیابان جمالزاده شمالی، نبش کوچه قاجار، پلاک ۵۲۲,02166595766,11-24,4, 2,4,3,"['صبحانه', 'موسیقی زنده', 'سیگار', 'قلیان', 'اینترنت رایگان', 'ارسال رایگان (Delivery)', 'دستگاه کارت خوان']"
دنو,coffeeshops,tehran,6.6,بزرگراه ستاری شمال، مجتمع تجاری فرهنگی کوروش، طبقه اول,02144961463,9-23,3, 3,3,3,"['صبحانه', 'پارکینگ', 'اینترنت رایگان', 'دستگاه کارت خوان']"
میرا,coffeeshops,tehran,8,ضلع جنوب غربی میدان انقلاب، جنب بانک پارسیان، ساختمان اسفند، طبقه اول,02166575736,8-22:30,4, 4,4,4,"['صبحانه', 'سیگار', 'دستگاه کارت خوان']"
سلفی,coffeeshops,tehran,7,خیابان ولیعصر روبروی تئاتر شهر جنب كوچه پشن پاساژ صدف واحد 16,02166499792,10-22,4, 4,4,4,"['صبحانه', 'سیگار', 'دستگاه کارت خوان']"
مان و رو,coffeeshops,tehran,7.8,خیابان ولیعصر ، نبش خیابان میرداماد ، مجتمع تجاری اسکان ، طبقه زیر همکف,02188873774,8-22,4, 3,4,4,"['صبحانه', 'سیگار', 'اینترنت رایگان', 'دستگاه کارت خوان']"
عتیق,coffeeshops,tehran,,میدان شیخ بهایی، برج آفتاب,02188048166,8-23,0, 0,0,0,"['صبحانه', 'اینترنت رایگان', 'دستگاه کارت خوان']"
امیرشکلات (تیراژه),coffeeshops,tehran,6.1,اشرفی اصفهانی، مجتمع تجاری تیراژه طبقه زیر همکف,02144493137,10-23,3, 3,2,3,"['پارکینگ', 'دستگاه کارت خوان']"
روجا,coffeeshops,tehran,6.8,خیابان جمهوری ،بعد ازسعدی خیابان صف، مجتمع تجاری باغ سپهسالار طبقه 1-,02133904790,10-22,4, 3,3,3,"['صبحانه', 'سیگار', 'دستگاه کارت خوان']"
گوشه,coffeeshops,tehran,7.2,خیابان شهید مفتح، نبش تقاطع سمیه، جنب هتل مارلیک، پلاک ۶۵,02188862554,9:30-22,4, 4,4,3,"['سیگار', 'اینترنت رایگان', 'ارسال رایگان (Delivery)', 'دستگاه کارت خوان']"
رنگ,coffeeshops,tehran,6.6,خیابان شهید مدنی، جنب مترو شهید مدنی، مرکز خرید تیراژه ۲، طبقه چهارم، واحد ۴۲۸,02177587806,11-22:30,3, 3,3,3,"['سیگار', 'دستگاه کارت خوان']"
میلیو,coffeeshops,tehran,8.3,میدان هروی، بلوارگلزار، خیابان شهیدخاک، پلاک 5,02122984190,12-24,5, 5,5,5,"['سیگار', 'دستگاه کارت خوان']"
بارن,coffeeshops,tehran,8,خیابان مطهری، خیابان سهروردی جنوبی، خیابان اورامان، پلاک ۱۳,02188341252,7-23:30,4, 4,4,3,"['صبحانه', 'اینترنت رایگان', 'دستگاه کارت خوان']"
ری را,coffeeshops,tehran,8.3,خیابان نوفل لوشاتو بن بست لولاگر شماره ۵,02166707646,9:30-23:30,4, 4,4,3,"['صبحانه', 'دستگاه کارت خوان']"
بوفه کتاب مکتب تهران,coffeeshops,tehran,6.9,خیابان کریمخان آبان جنوبی پایین تراز ورشو کوچه کیوان پلاک8,02188891512,11-23,3, 4,4,4,"['صبحانه', 'سیگار', 'فضای باز', 'چشم انداز', 'دستگاه کارت خوان']"
هات چاکلت نیلوفر,coffeeshops,tehran,7.7,تهران، سهروردی شمالی، آپادانا، خیابان نیلوفر، پلاک 126,02188762424,7:30-24,4, 3,2,4,['دستگاه کارت خوان']
کارزین ونک,coffeeshops,tehran,7.5,خیابان ونک،نبش کاروتجارت مرکز خرید ونک,02188677041,8-24,0, 0,0,0,"['اینترنت رایگان', 'دستگاه کارت خوان']"
کوکو,coffeeshops,tehran,,شهرک غرب بلوار فرحزادی خیابان عباسی اناری (ارغوان) پاساژ آریا,02188385277,9-11:30,0, 0,0,0,"['صبحانه', 'پارکینگ', 'سیگار', 'اینترنت رایگان', 'دستگاه کارت خوان', 'محل بازی کودکان']"
دلو,coffeeshops,tehran,7.3,فاز ۱ اكباتان ، بلوار نفيسي ، پلاک۷۹ ، طبقه اول ، واحد۲,02144666004,8-24,4, 4,4,4,"['صبحانه', 'موسیقی زنده', 'سیگار', 'قلیان', 'اینترنت رایگان', 'دستگاه کارت خوان']"
ویکافه (فلسطین),coffeeshops,tehran,8.3,خیابان فلسطین، بالاتر از خیابان انقلاب، نبش خیابان نایبی,02166976041,8-22:30,4, 4,4,4,"['صبحانه', 'سیگار', 'اینترنت رایگان', 'دستگاه کارت خوان']"
سارا,coffeeshops,tehran,8.9,خیابان ولیعصر، بین خیابان رشت و طالقانی، پلاک 1521,,8-22:30,4, 4,4,4,"['صبحانه', 'سیگار', 'دستگاه کارت خوان']"
درسا,coffeeshops,tehran,9,خیابان شریعتی، نرسیده به دوراهی دولت، بالاتر از تقاطع یخچال، خانه درسا، طبقه سوم,02126643255,10-23,4, 4,5,4,"['پارکینگ', 'اینترنت رایگان', 'دستگاه کارت خوان']"
ویونا پلاس,coffeeshops,tehran,8.6,بزرگراه شهید حقانی، خیابان شهیدی، انتهای کوچه کمان، پارک آب و آتش,02143937,8:30-23:30,4, 4,4,4,"['صبحانه', 'فضای باز', 'اینترنت رایگان', 'دستگاه کارت خوان', 'محل بازی کودکان']"
بن آیس (اندرزگو),coffeeshops,tehran,8.1,خیابان اندرزگو، نبش بلوچ شمالی، پایین ساختمان علی بابا,02122233304,7-23,5, 2,2,2,"['صبحانه', 'ارسال رایگان (Delivery)', 'دستگاه کارت خوان']"
کارگاه جلاتو,coffeeshops,tehran,8.6,شهرک غرب،فاز ۱ ،خیابان ایران زمین،مرکز تجاری گلستان،طبقه همکف شماره115,02188088181,10-23,4, 4,4,3,['دستگاه کارت خوان']
بستنی ناصر,coffeeshops,tehran,8.9,پاسداران، بالاتر از نوبنیاد، روبروی نارنجستان یکم,02122802820,16-24,4, 3,2,4,['دستگاه کارت خوان']
ب لین,coffeeshops,tehran,8,خیابان کریمخان، خیابان ایرانشهر، پایینتر از پارک هنرمندان، کوچه دهقانی، پلاک 4,02186072385,8-23,4, 4,4,4,"['صبحانه', 'اینترنت رایگان', 'دستگاه کارت خوان']"
ملودی,coffeeshops,tehran,8.2,سهروردی شمالی، بعد از مطهری، کوچه باغ,02188743656,8:30-23:30,4, 4,4,4,"['صبحانه', 'موسیقی زنده', 'سیگار', 'اینترنت رایگان', 'دستگاه کارت خوان']"
نسکو,coffeeshops,tehran,8.4,خیابان آزادی، خیابان استاد معین، مجموعه معین مال، طبقه دوم، واحد 213,02166077081,9:30-23,5, 4,4,4,"['صبحانه', 'موسیقی زنده', 'پارکینگ', 'سیگار', 'اینترنت رایگان', 'دستگاه کارت خوان']"
روبرتو,coffeeshops,tehran,9,پاسداران، بوستان دوم، پلاک 4,02126701830,8-23,4, 4,4,4,['دستگاه کارت خوان']
گذر,coffeeshops,tehran,7.5,کریم‌خان، ابتدای ایرانشهر، پلاک ۲۳۹,021,7-22,4, 4,4,4,"['صبحانه', 'ارسال رایگان (Delivery)', 'دستگاه کارت خوان']"
دودو,coffeeshops,tehran,5.8,فلکه دوم صادقیه، برج گلدیس، طبقه اول، واحد 58,02144289267,10-22,2, 2,2,2,"['پارکینگ', 'دستگاه کارت خوان']"
سپنج,coffeeshops,tehran,8.5,یوسف آباد، نبش خیابان 63، پلاک 2/483,02188060975,8-23:30,4, 4,4,4,"['صبحانه', 'سیگار', 'فضای باز', 'اینترنت رایگان', 'ارسال رایگان (Delivery)', 'دستگاه کارت خوان']"
لمیز (انقلاب),coffeeshops,tehran,8,میدان انقلاب،ابتدای کارگر شمالی،پلاک 1012,02166128225,7-23,3, 3,3,4,"['صبحانه', 'دستگاه کارت خوان']"
لمیز (میرداماد),coffeeshops,tehran,8.6,خیابان میرداماد، پاساژ رز، جنب مترو، طبقه همکف,02126401507,8-11,4, 4,4,4,"['صبحانه', 'دستگاه کارت خوان']"
لمیز (تجریش),coffeeshops,tehran,8.9,میدان تجریش، ابتدای خیابان ملکی (سعد آباد)، پلاک 6,02122708061,7-24,4, 3,3,4,"['صبحانه', 'دستگاه کارت خوان']"
شانو,coffeeshops,tehran,6.9,شریعتی، روبه روی مترو قلهک، ساختمان آ س پ، طبقه همکف,02122007220,7-23,4, 5,4,4,"['صبحانه', 'سیگار', 'اینترنت رایگان', 'ارسال رایگان (Delivery)', 'دستگاه کارت خوان']"
سام کافه (ونک),coffeeshops,tehran,8.1,تقاطع خیابان خدامی و آفتاب، ضلع جنوب شرقی، جنب پارک، ساختمان مادیران,02186092106,8-23,4, 3,4,3,"['صبحانه', 'دستگاه کارت خوان']"
سوشه,coffeeshops,tehran,,میدان ونک، خیابان خدامی، خیابان آفتاب، پلاک 15,02188621517,8:30-24,0, 0,0,0,"['صبحانه', 'سیگار', 'دستگاه کارت خوان', 'محل بازی کودکان']"
آن,coffeeshops,tehran,7.5,میدان ولیعصر، جنب سینما قدس، انتهای کوچه مینو، ساختمان 105، طبقه همکاف، واحد 3,02188852309,9-23:30,5, 4,4,4,"['صبحانه', 'دستگاه کارت خوان']"
هوکاجی,coffeeshops,tehran,7.2,خيابان پاسداران.خيابان بوستان دوم.نبش فرخي يزدي.پلاك 28.طبقه اول,02122886542,11:30-23:30,4, 4,4,4,"['سیگار', 'قلیان', 'فضای باز', 'اینترنت رایگان', 'دستگاه کارت خوان']"
اسکان الوند(شار),coffeeshops,tehran,7.3,میدان آرژانتین-خیابان الوند-کوچه اسفراین-نبش اهورامزدا-هتل اسکان الوند,02142760,8-24,4, 4,4,4,"['پارکینگ', 'سیگار', 'دستگاه کارت خوان']"
ناندو,coffeeshops,tehran,7.5,اقدسیه ،اتوبان ارتش ، بلوار سوهانک، ورودی شرقی برج های تجاری مسکونی آتیساز 2 ، برج مریم ، واحد 7 تجاری,02122446312,11-24,0, 0,0,0,"['موسیقی زنده', 'سیگار', 'اینترنت رایگان', 'ارسال رایگان (Delivery)', 'دستگاه کارت خوان']"
صدف(میرداماد),coffeeshops,tehran,8.5,خیابان میرداماد-نرسیده به میدان مادر-جنب بانک صادرات-پلاک 102-نیم طبقه اول,02122915960,11-21,5, 5,5,5,"['اینترنت رایگان', 'دستگاه کارت خوان']"
پنجره,coffeeshops,tehran,7.8,بلوار کشاورز ، خیابان ۱۶ آذر ، روبروی در ورودی دانشگاه تهران،  پلاک ۵۲,02166978677,7-23,4, 3,4,4,"['صبحانه', 'سیگار', 'دستگاه کارت خوان']"
خاص,coffeeshops,tehran,6.7,دارآباد،انتهای خیابان محبی، پلاک 30,02126152881,8-24,3, 3,4,3,"['صبحانه', 'سیگار', 'فضای باز', 'اینترنت رایگان', 'دستگاه کارت خوان', 'محل بازی کودکان']"
سام کافه (سام سنتر),coffeeshops,tehran,8.2,خیابان فرشته.مرکز خرید سام سنتر، طبقه دوم,02122653842,9-22,4, 4,4,4,"['صبحانه', 'پارکینگ', 'سیگار', 'دستگاه کارت خوان']"
کافه نادری,coffeeshops,tehran,7.8,خیابان جمهوری ، بین سی تیر و چهارراه استامبول ، پلاک 524 و 520,02166720791,10-19,3, 2,3,3,"['صبحانه', 'دستگاه کارت خوان']"
کافه کوچه,coffeeshops,tehran,7.5,یوسف آباد.خیابان بیستون.بین خیابان 16 و 18,02188728687,12-23:30,4, 4,4,4,"['سیگار', 'اینترنت رایگان', 'دستگاه کارت خوان']"
کین,coffeeshops,tehran,6,فرمانیه.بلواراندرزگو.طبقه فوقانی شیرینی نیشکر، پلاک 66,02122238061,11-23,4, 3,3,4,"['صبحانه', 'موسیقی زنده', 'سیگار', 'اینترنت رایگان', 'ارسال رایگان (Delivery)', 'دستگاه کارت خوان']"
لیو وان,coffeeshops,tehran,8,میدان ونک، گاندی شمالی، کوچه برادران شریفی، پلاک 57,02188888651,12-4/6-24,4, 4,4,3,"['موسیقی زنده', 'سیگار', 'قلیان', 'اینترنت رایگان', 'دستگاه کارت خوان']"
نزدیک کتاب,coffeeshops,tehran,8.6,خیابان کریم‌خان زند، بین ایرانشهر و ماهشهر، شماره‌ ۱۳۴، طبقه‌ اول,02188490726,10-22:30,4, 4,4,4,"['سیگار', 'دستگاه کارت خوان']"
آنسو,coffeeshops,tehran,9.1,خیابان نجات الهی (خیابان ویلا)،خیابان ورشو،پلاک 11،زنگ یک,02188803714,8-23,4, 4,5,4,"['صبحانه', 'سیگار', 'اینترنت رایگان', 'دستگاه کارت خوان']"
پارت کافه,coffeeshops,tehran,5.6,اتوبان ستاري شمال،بالاتر از حكيم،پاساژ كوروش،طبقه ٥,02144971968,10-23:30,2, 2,3,2,"['پارکینگ', 'دستگاه کارت خوان']"
آس,coffeeshops,tehran,6.9,ابتدای پاسداران، بعد از پل همت ، جنب دشستان سوم,02122899313,8:30-24,4, 4,4,3,"['صبحانه', 'سیگار', 'اینترنت رایگان', 'ارسال رایگان (Delivery)', 'دستگاه کارت خوان']"
رایا,coffeeshops,tehran,8.9,خيابان كريم خان خردمند شمالي بعد از بانك تجارت پلاك ٨٩,02188309010,7-23,4, 4,4,4,"['صبحانه', 'سیگار', 'دستگاه کارت خوان']"
کاژه,coffeeshops,tehran,6.3,نارمک، چهارراه تلفن خانه، ۴۶متری نارمک، خیابان دین محمدی، پلاک ۳۲,021,11-22,4, 4,4,3,"['سیگار', 'دستگاه کارت خوان', 'محل بازی کودکان']"
اوریانت,coffeeshops,tehran,9.3,خیابان مفتح.نرسیده به انقلاب,02188347810,8:30-20,4, 4,4,4,['دستگاه کارت خوان']
عمارت (تهرانپارس),coffeeshops,tehran,7.2,تهرانپارس ، بین فلکه دوم وتیرانداز ، نبش 162غربی  ، پلاک 134,02177738715,10-22,3, 3,3,3,"['موسیقی زنده', 'سیگار', 'قلیان', 'دستگاه کارت خوان']"
ویونا (برج میلاد),coffeeshops,tehran,7,بالای برج میلاد,02188620337,10-22,3, 4,4,4,"['صبحانه', 'پارکینگ', 'اینترنت رایگان', 'چشم انداز', 'دستگاه کارت خوان']"
لوندر (زعفرانیه),coffeeshops,tehran,7.5,خیابان ولیعصر، خیابان زعفرانیه، خیابان مقدس اردبیلی، نرسیده به پسیان، پلاک 27,02122176249,8-22,0, 0,0,0,['دستگاه کارت خوان']
آندورا,coffeeshops,tehran,8.8,چهارراه ولیعصر خیابان برادران مظفری شمالی جنب بازار رضا پلاک77,02166950935,10-23:30,4, 5,4,4,"['صبحانه', 'سیگار', 'دستگاه کارت خوان', 'محل بازی کودکان']"
لئون,coffeeshops,tehran,7.4,بزرگراه کردستان، مجتمع ASP، واحد ۱۹,02188614999,7-23:30,4, 4,4,3,"['صبحانه', 'سیگار', 'اینترنت رایگان', 'ارسال رایگان (Delivery)', 'دستگاه کارت خوان']"
ویونا(دریای نور),coffeeshops,tehran,8.2,خیابان بهشتی، خیابان سرافراز، برج دریای نور,02188171977,7:30-22:30,4, 4,4,4,"['صبحانه', 'اینترنت رایگان', 'ارسال رایگان (Delivery)', 'دستگاه کارت خوان']"
لانجین (شهرک غرب),coffeeshops,tehran,7.8,شهرک غرب، بلوار دادمان، پلاک 36,02188073283,7:30-23:30,3, 3,3,3,"['صبحانه', 'ارسال رایگان (Delivery)', 'دستگاه کارت خوان']"
لانجین (گاندی),coffeeshops,tehran,8.2,گاندی جنوبی، بین خیابان پانزدهم و هفدهم، پلاک 53,02188877930,7:30-23:30,4, 4,4,4,"['اینترنت رایگان', 'ارسال رایگان (Delivery)', 'دستگاه کارت خوان']"
صدف(ولیعصر),coffeeshops,tehran,6.9,تهران، خیابان ولیعصر، بالاتر از پارک ساعی، مرکز خرید صدف، طبقه همکف واحد 19,02188774591,9-23,5, 5,5,4,"['صبحانه', 'سیگار', 'اینترنت رایگان', 'دستگاه کارت خوان']"
لیدو,coffeeshops,tehran,7.5,نارمک، خیابان جانبازان شرقی، کوچه مصطفوی، پلاک27,02177945526,8-24,4, 4,4,4,"['صبحانه', 'سیگار', 'اینترنت رایگان', 'دستگاه کارت خوان']"
کیک استدیو ورتا,coffeeshops,tehran,8.4,خ انقلاب، بین چهارراه وصال و اسکو، پلاک 979 جنب سینما سپیده,02166475300,8-22:30,4, 3,4,4,"['سیگار', 'دستگاه کارت خوان', 'محل بازی کودکان']"
پارادیزو (مطهری),coffeeshops,tehran,8.8,خیابان مطهری،بعد از مفتح،خیابان مهرداد،پلاک 12,02188848022,9-21:30,4, 4,4,4,"['صبحانه', 'سیگار', 'اینترنت رایگان', 'ارسال رایگان (Delivery)', 'دستگاه کارت خوان']"
دوریس,coffeeshops,tehran,2.4,پاسداران ، خیابان اخوان (بوستان دوم) ، خیابان گیلان شرقی ، بعد از شهید عراقی ، خیابان پایدارفرد ، پلاک 49,02122311693,16-23,3, 3,2,2,"['صبحانه', 'سیگار', 'اینترنت رایگان', 'ارسال رایگان (Delivery)', 'دستگاه کارت خوان']"
سور,coffeeshops,tehran,6,الهیه، خیابان فرشته، خیابان بیدار، روبروی خیابان مریم غربی، پلاک2/2,02126205253,12-24,3, 3,3,3,"['سیگار', 'قلیان', 'فضای باز', 'اینترنت رایگان', 'ارسال رایگان (Delivery)', 'دستگاه کارت خوان']"
کافه لایم,coffeeshops,tehran,5.4,خیابان فرشته، نبش کوچه شبدیز، پاساژ فرشته,02122009214,9-23:45,4, 3,4,4,"['صبحانه', 'سیگار', 'دستگاه کارت خوان']"
کافه سله (ونک),coffeeshops,tehran,6.7,میدان ونک، خیابان خدامی، خیابان آفتاب، روبروی برج آفتاب، پلاک 11,02188620988,11-24,4, 4,4,4,"['صبحانه', 'سیگار', 'اینترنت رایگان', 'چشم انداز', 'دستگاه کارت خوان', 'محل بازی کودکان']"
امیر چاکلت(فرمانیه),coffeeshops,tehran,6.5,فرمانیه،بلوار اندرزگو،نبش کوچه حسینی,02122247185,7:30-24,3, 3,3,4,['دستگاه کارت خوان']
سن مارکو,coffeeshops,tehran,9.1,بلوار 35 متری قیطریه پلاک 93 جنب کوچه بشتاب,02122238108,10-24,4, 4,3,4,"['اینترنت رایگان', 'دستگاه کارت خوان']"
آلبالو سیاه,coffeeshops,tehran,6.7,هفت تیر- مفتح شمالی روبروی پمپ بنزین پلاک 306,02188309474,9:30-9,2, 3,3,3,"['سیگار', 'اینترنت رایگان', 'دستگاه کارت خوان', 'محل بازی کودکان']"
نارون,coffeeshops,tehran,4.7,نیاوران بعد از تقاطع کامرانیه مرکز خرید نارون پلاک 7,02126103980,9-22,4, 4,5,4,"['صبحانه', 'پارکینگ', 'سیگار', 'فضای باز', 'اینترنت رایگان', 'دستگاه کارت خوان']"
سها,coffeeshops,tehran,6.7,میدان محسنی خیابان بهروز برج بیژن طبقه اول,02122272205,9-21:30,0, 0,0,0,['دستگاه کارت خوان']
کنج,coffeeshops,tehran,5.4,خیابان ولیعصر بالاتر از زرتشت  نبش کوچه کامران مجتمع تجاری کامران طبقه روی همکف پلاک20,02188949572,10-22,4, 3,3,3,"['سیگار', 'فضای باز', 'اینترنت رایگان', 'چشم انداز', 'دستگاه کارت خوان', 'محل بازی کودکان']"
الیزه,coffeeshops,tehran,کیفیت غذا,خدامی برج آفتاب طبقه زیرین کافه الیزا,02188607531,10-23,4, 4,3,4,[]
سپیدگاه,coffeeshops,tehran,6.7,خیابان کریمخان، خیابان خردمند جنوبی، پلاک ۵۴,02188832127,9-23,3, 3,3,3,"['صبحانه', 'ارسال رایگان (Delivery)', 'دستگاه کارت خوان']"
ساقدوش,coffeeshops,tehran,7.4,پاسداران انتهای بوستان دوم شهید اخوان خیابان ساقدوش جنب تالار ساقدوش,02122978274,12-23,2, 2,2,2,"['سیگار', 'قلیان', 'اینترنت رایگان', 'دستگاه کارت خوان']"
شونیز,coffeeshops,tehran,5.3,میدان آرژانتین اول خیابان احمد قیصر- پلاک 58,02188553832,9-24,4, 4,4,4,[]
طلائی,coffeeshops,tehran,,میدان تجریش خیابان جلالوند پ 6,02122717877,10-24,0, 0,0,0,['دستگاه کارت خوان']
اس پی یو,coffeeshops,tehran,8.3,درکه، میدان درکه,02122419494,11-3:45-7-11:59,4, 3,4,3,"['قلیان', 'فضای باز', 'چشم انداز', 'دستگاه کارت خوان']"
فنجان اول,coffeeshops,tehran,5.3,ميدان ونك ، ابتداى خیابان ونك، پاساژ ونك ، شماره ١١,02188791535,10-21,3, 3,3,4,"['موسیقی زنده', 'پارکینگ', 'سیگار', 'اینترنت رایگان', 'دستگاه کارت خوان']"
یاشل,coffeeshops,tehran,7.6,ولیعصر، بالاتر از اتوبان نیایش ،ک انصاری،برج ملت،ط همکف,02122016523,9-23,4, 4,4,4,"['پارکینگ', 'سیگار', 'اینترنت رایگان', 'دستگاه کارت خوان']"
میتا کیش,coffeeshops,tehran,6.7,اشرفی اصفهانی- مجتمع تیراژه - طبقه همکف,02144491502,10-23,3, 1,3,3,[]
سلین,coffeeshops,tehran,5.8,ميدان هفت تير ، خيابان قائم مقام فراهاني ، بعد از سه راه مشاهير ، پلاک ۴۶,02188824017,9-23,3, 3,3,3,"['صبحانه', 'اینترنت رایگان', 'دستگاه کارت خوان']"
پستو,coffeeshops,tehran,7.3,گیشا، نرسیده به کوچه دوم جنب موسسه زبان پارسایان,02188261409,10-24,4, 4,4,4,"['سیگار', 'قلیان', 'اینترنت رایگان', 'ارسال رایگان (Delivery)', 'دستگاه کارت خوان']"
پاپ,coffeeshops,tehran,6.6,خیابان شریعتی بالاتر از ظفر، جنب بیمارستان ایران مهر,02122610670,10-23,4, 4,4,4,"['صبحانه', 'سیگار', 'قلیان', 'اینترنت رایگان', 'دستگاه کارت خوان']"
لوپتو (یاسمن),coffeeshops,tehran,8.1,خیابان ملاصدرا، شیخ بهایی شمالی، برج صبا,02188054380,11-23,3, 4,3,3,"['پارکینگ', 'ارسال رایگان (Delivery)', 'دستگاه کارت خوان']"
زیپو,coffeeshops,tehran,6.7,خیابان وليعصر ، رو به روي پارك ملت ،  نبش خیابان انصاري ، برج ملت ، طبقه اول ، واحد 72,02122658371,11-23,4, 3,3,4,"['سیگار', 'فضای باز', 'اینترنت رایگان', 'دستگاه کارت خوان']"
پائیز 98,coffeeshops,tehran,7.2,خیابان شهرآرا، روبروی گذرنامه ،  پاساژ نسترن ، طبقه دوم ، واحد 13,02166511036,9-23,4, 4,4,4,"['صبحانه', 'دستگاه کارت خوان']"
امید,coffeeshops,tehran,8,تجریش ، سه راه نیاوران، خیابان شهید کبیری ،  بعد از آتش نشانی پلاک 80,02122738506,11-24,4, 4,3,3,[]
لمیز(ولیعصر),coffeeshops,tehran,8.6,خیابان ولیعصر، بالاتر از چهارراه ولیعصر سمت راست، شماره 1435,02166462205,7-23,4, 4,4,4,"['صبحانه', 'دستگاه کارت خوان']"
آی کافه (iCafe),coffeeshops,tehran,8,میرداماد، متروی میرداماد، رز میرداماد، طبقه دوم,02126404521,7-22,4, 4,4,4,"['پارکینگ', 'دستگاه کارت خوان']"
هتل ساسان (شیراز),coffeeshops,shiraz,,خیابان کریمخان زند ،خیابان انوری,07132302028,,0, 0,0,0,"['پارکینگ', 'اینترنت رایگان', 'دستگاه کارت خوان']"
صوفی (شیراز),coffeeshops,shiraz,,بلوار ستارخان، روبه رو خردمند,07136490000,11-24,0, 0,0,0,"['قلیان', 'اینترنت رایگان', 'دستگاه کارت خوان']"
الماس (شیراز),coffeeshops,shiraz,8.1,معالی اباد، مجتمع اوتانا یک، باشگاه الماس,09364045239,10-23,0, 0,0,0,"['صبحانه', 'اینترنت رایگان', 'دستگاه کارت خوان']"
